1.000000000000000000e+00,5.746788978576660156e-01
2.000000000000000000e+00,5.503113865852355957e-01
3.000000000000000000e+00,5.267500281333923340e-01
4.000000000000000000e+00,5.040042400360107422e-01
5.000000000000000000e+00,4.820814430713653564e-01
6.000000000000000000e+00,4.609870016574859619e-01
7.000000000000000000e+00,4.407239854335784912e-01
8.000000000000000000e+00,4.212935566902160645e-01
9.000000000000000000e+00,4.026947617530822754e-01
1.000000000000000000e+01,3.849253654479980469e-01
1.100000000000000000e+01,3.679814934730529785e-01
1.200000000000000000e+01,3.518580198287963867e-01
1.300000000000000000e+01,3.365482687950134277e-01
1.400000000000000000e+01,3.220437765121459961e-01
1.500000000000000000e+01,3.083345293998718262e-01
1.600000000000000000e+01,2.954086959362030029e-01
1.700000000000000000e+01,2.832525670528411865e-01
1.800000000000000000e+01,2.718510329723358154e-01
1.900000000000000000e+01,2.611870467662811279e-01
2.000000000000000000e+01,2.512419819831848145e-01
2.100000000000000000e+01,2.419958710670471191e-01
2.200000000000000000e+01,2.334270775318145752e-01
2.300000000000000000e+01,2.255129069089889526e-01
2.400000000000000000e+01,2.182293236255645752e-01
2.500000000000000000e+01,2.115513533353805542e-01
2.600000000000000000e+01,2.054529637098312378e-01
2.700000000000000000e+01,1.999074518680572510e-01
2.800000000000000000e+01,1.948873996734619141e-01
2.900000000000000000e+01,1.903648823499679565e-01
3.000000000000000000e+01,1.863116472959518433e-01
3.100000000000000000e+01,1.826991438865661621e-01
3.200000000000000000e+01,1.794987171888351440e-01
3.300000000000000000e+01,1.766818612813949585e-01
3.400000000000000000e+01,1.742200851440429688e-01
3.500000000000000000e+01,1.720853447914123535e-01
3.600000000000000000e+01,1.702499240636825562e-01
3.700000000000000000e+01,1.686867624521255493e-01
3.800000000000000000e+01,1.673694550991058350e-01
3.900000000000000000e+01,1.662723571062088013e-01
4.000000000000000000e+01,1.653708815574645996e-01
4.100000000000000000e+01,1.646413952112197876e-01
4.200000000000000000e+01,1.640615016222000122e-01
4.300000000000000000e+01,1.636100262403488159e-01
4.400000000000000000e+01,1.632671654224395752e-01
4.500000000000000000e+01,1.630145907402038574e-01
4.600000000000000000e+01,1.628354787826538086e-01
4.700000000000000000e+01,1.627144962549209595e-01
4.800000000000000000e+01,1.626379936933517456e-01
4.900000000000000000e+01,1.625939607620239258e-01
5.000000000000000000e+01,1.625718027353286743e-01
5.100000000000000000e+01,1.625626683235168457e-01
5.200000000000000000e+01,1.625591069459915161e-01
5.300000000000000000e+01,1.625551283359527588e-01
5.400000000000000000e+01,1.625460237264633179e-01
5.500000000000000000e+01,1.625283062458038330e-01
5.600000000000000000e+01,1.624996513128280640e-01
5.700000000000000000e+01,1.624585390090942383e-01
5.800000000000000000e+01,1.624043732881546021e-01
5.900000000000000000e+01,1.623372435569763184e-01
6.000000000000000000e+01,1.622577011585235596e-01
6.100000000000000000e+01,1.621668636798858643e-01
6.200000000000000000e+01,1.620660424232482910e-01
6.300000000000000000e+01,1.619567871093750000e-01
6.400000000000000000e+01,1.618407815694808960e-01
6.500000000000000000e+01,1.617197394371032715e-01
6.600000000000000000e+01,1.615953743457794189e-01
6.700000000000000000e+01,1.614692807197570801e-01
6.800000000000000000e+01,1.613429784774780273e-01
6.900000000000000000e+01,1.612177938222885132e-01
7.000000000000000000e+01,1.610948741436004639e-01
7.100000000000000000e+01,1.609752774238586426e-01
7.200000000000000000e+01,1.608598679304122925e-01
7.300000000000000000e+01,1.607492715120315552e-01
7.400000000000000000e+01,1.606439799070358276e-01
7.500000000000000000e+01,1.605443507432937622e-01
7.600000000000000000e+01,1.604505628347396851e-01
7.700000000000000000e+01,1.603626757860183716e-01
7.800000000000000000e+01,1.602807044982910156e-01
7.900000000000000000e+01,1.602044552564620972e-01
8.000000000000000000e+01,1.601337045431137085e-01
8.100000000000000000e+01,1.600681990385055542e-01
8.200000000000000000e+01,1.600076109170913696e-01
8.300000000000000000e+01,1.599515229463577271e-01
8.400000000000000000e+01,1.598995774984359741e-01
8.500000000000000000e+01,1.598514318466186523e-01
8.600000000000000000e+01,1.598065644502639771e-01
8.700000000000000000e+01,1.597646623849868774e-01
8.800000000000000000e+01,1.597253382205963135e-01
8.900000000000000000e+01,1.596882194280624390e-01
9.000000000000000000e+01,1.596530526876449585e-01
9.100000000000000000e+01,1.596194654703140259e-01
9.200000000000000000e+01,1.595872342586517334e-01
9.300000000000000000e+01,1.595561355352401733e-01
9.400000000000000000e+01,1.595260053873062134e-01
9.500000000000000000e+01,1.594966500997543335e-01
9.600000000000000000e+01,1.594680100679397583e-01
9.700000000000000000e+01,1.594399362802505493e-01
9.800000000000000000e+01,1.594123840332031250e-01
9.900000000000000000e+01,1.593852937221527100e-01
1.000000000000000000e+02,1.593586653470993042e-01
1.010000000000000000e+02,1.593324542045593262e-01
1.020000000000000000e+02,1.593067049980163574e-01
1.030000000000000000e+02,1.592813879251480103e-01
1.040000000000000000e+02,1.592565029859542847e-01
1.050000000000000000e+02,1.592320650815963745e-01
1.060000000000000000e+02,1.592081338167190552e-01
1.070000000000000000e+02,1.591846942901611328e-01
1.080000000000000000e+02,1.591617465019226074e-01
1.090000000000000000e+02,1.591392904520034790e-01
1.100000000000000000e+02,1.591173857450485229e-01
1.110000000000000000e+02,1.590959429740905762e-01
1.120000000000000000e+02,1.590750366449356079e-01
1.130000000000000000e+02,1.590546369552612305e-01
1.140000000000000000e+02,1.590347141027450562e-01
1.150000000000000000e+02,1.590152829885482788e-01
1.160000000000000000e+02,1.589962691068649292e-01
1.170000000000000000e+02,1.589777022600173950e-01
1.180000000000000000e+02,1.589595377445220947e-01
1.190000000000000000e+02,1.589417904615402222e-01
1.200000000000000000e+02,1.589243710041046143e-01
1.210000000000000000e+02,1.589073240756988525e-01
1.220000000000000000e+02,1.588905602693557739e-01
1.230000000000000000e+02,1.588740646839141846e-01
1.240000000000000000e+02,1.588578820228576660e-01
1.250000000000000000e+02,1.588419079780578613e-01
1.260000000000000000e+02,1.588261574506759644e-01
1.270000000000000000e+02,1.588106006383895874e-01
