1.000000000000000000e+00,2.237937688827514648e+00
2.000000000000000000e+00,1.716588735580444336e+00
3.000000000000000000e+00,1.187653422355651855e+00
4.000000000000000000e+00,1.097389578819274902e+00
5.000000000000000000e+00,9.516857862472534180e-01
6.000000000000000000e+00,7.890462875366210938e-01
7.000000000000000000e+00,6.588409543037414551e-01
8.000000000000000000e+00,5.769832730293273926e-01
9.000000000000000000e+00,5.058969855308532715e-01
1.000000000000000000e+01,4.884908795356750488e-01
1.100000000000000000e+01,5.064234733581542969e-01
1.200000000000000000e+01,5.366128087043762207e-01
1.300000000000000000e+01,5.662630200386047363e-01
1.400000000000000000e+01,6.023756265640258789e-01
1.500000000000000000e+01,6.294044852256774902e-01
1.600000000000000000e+01,6.334999203681945801e-01
1.700000000000000000e+01,6.828019022941589355e-01
1.800000000000000000e+01,6.354950070381164551e-01
1.900000000000000000e+01,6.229581832885742188e-01
2.000000000000000000e+01,5.861349105834960938e-01
2.100000000000000000e+01,5.597313046455383301e-01
2.200000000000000000e+01,5.321753621101379395e-01
2.300000000000000000e+01,5.147936940193176270e-01
2.400000000000000000e+01,5.046202540397644043e-01
2.500000000000000000e+01,4.984062016010284424e-01
2.600000000000000000e+01,4.899226427078247070e-01
2.700000000000000000e+01,4.909422695636749268e-01
2.800000000000000000e+01,4.944350123405456543e-01
2.900000000000000000e+01,5.035597681999206543e-01
3.000000000000000000e+01,5.059990882873535156e-01
3.100000000000000000e+01,5.109882950782775879e-01
3.200000000000000000e+01,5.177853703498840332e-01
3.300000000000000000e+01,5.187745690345764160e-01
3.400000000000000000e+01,5.115669369697570801e-01
3.500000000000000000e+01,5.076757073402404785e-01
3.600000000000000000e+01,5.087978243827819824e-01
3.700000000000000000e+01,5.077219009399414062e-01
3.800000000000000000e+01,5.002876520156860352e-01
3.900000000000000000e+01,5.040009617805480957e-01
4.000000000000000000e+01,4.954002201557159424e-01
4.100000000000000000e+01,4.853257834911346436e-01
4.200000000000000000e+01,4.858270287513732910e-01
4.300000000000000000e+01,4.875208437442779541e-01
4.400000000000000000e+01,4.871244430541992188e-01
4.500000000000000000e+01,4.880681335926055908e-01
4.600000000000000000e+01,4.884588718414306641e-01
4.700000000000000000e+01,4.921106100082397461e-01
4.800000000000000000e+01,4.960471987724304199e-01
4.900000000000000000e+01,4.953801035881042480e-01
5.000000000000000000e+01,4.960026144981384277e-01
5.100000000000000000e+01,4.893585741519927979e-01
5.200000000000000000e+01,4.967306256294250488e-01
5.300000000000000000e+01,5.034121274948120117e-01
5.400000000000000000e+01,4.911926090717315674e-01
5.500000000000000000e+01,4.931265711784362793e-01
5.600000000000000000e+01,4.808590412139892578e-01
5.700000000000000000e+01,4.929529726505279541e-01
5.800000000000000000e+01,4.883457720279693604e-01
5.900000000000000000e+01,4.881213605403900146e-01
6.000000000000000000e+01,4.888198673725128174e-01
6.100000000000000000e+01,4.915595650672912598e-01
6.200000000000000000e+01,4.856843054294586182e-01
6.300000000000000000e+01,4.883114099502563477e-01
6.400000000000000000e+01,4.923450648784637451e-01
6.500000000000000000e+01,4.940864741802215576e-01
6.600000000000000000e+01,4.850336909294128418e-01
6.700000000000000000e+01,4.831100404262542725e-01
6.800000000000000000e+01,4.859375953674316406e-01
6.900000000000000000e+01,4.889385998249053955e-01
7.000000000000000000e+01,4.916033446788787842e-01
7.100000000000000000e+01,4.936350882053375244e-01
7.200000000000000000e+01,4.797748625278472900e-01
7.300000000000000000e+01,4.895147681236267090e-01
